h2,ch4,c2h6,c2h4,c2h2,act
107,143,34,222,2,6
130,140,2,120,0.001,4
55,22,358,2.6,0.001,4
78,66,283,2.6,0.001,4
16000,3600,670,14,0.001,1
6600,1000,38,2,19,1
2091,149,20,3,0.001,1
8200,3790,250,4620,277,3
75,15,7,14,250,3
530,345,85,266,21,3
60,5,2,21,32,3
5900,1500,68,1200,800,3
1,27,49,4,1,4
14,14,124,7,1,4
3420,7870,1500,6990,33,6
19.3,103,159,19,0.6,6
27,30,23,2.4,0.1,4
23,63,54,10,0.3,2
21,34,5,47,62,3
160,130,33,96,0.1,5
180,175,75,50,4,5
345,112.3,27.5,51.5,58.8,2
30.4,117,44.2,138,0.1,5
181,262,41,28,0.001,4
173,334,172,812.5,37.7,6
127,107,11,154,224,3
60,40,6.9,110,70,3
220,340,42,480,14,6
170,320,53,520,3.2,6
27,90,42,63,0.2,5
56,286,96,928,7,6
200,48,14,117,131,3
78,161,86,353,10,6
32.4,5.5,1.4,12.6,13.2,3
980,73,58,12,0.001,1
160,130,33,96,0.001,4
650,53,35,20,0.001,1
95,110,160,50,0.001,4
300,490,180,360,95,5
200,700,250,740,1,5
625,130,47,2,0.0001,4
56,61,75,32,31,1
1651,90,33,45,2,1
234.5,30.28,6.11,47.69,175.88,2
18.34,16.26,3.38,17.95,16.42,3
235.46,333.59,177.52,1201.85,148.87,3
505.57,475.35,242.3,524.45,3.29,4
36,30,10,93,7.1,6
2091,149,20,3,0.001,1
8200,3790,250,4620,277,3
75,15,7,14,250,3
530,345,85,266,21,3
60,5,2,21,32,3
5900,1500,68,1200,800,3
1,27,49,4,1,4
14,14,124,7,1,4
3420,7870,1500,6990,33,6
19.3,103,159,19,0.6,6
27,30,23,2.4,0.1,4
23,63,54,10,0.3,2
21,34,5,47,62,3
160,130,33,96,0.1,5
180,175,75,50,4,5
345,112.3,27.5,51.5,58.8,2
30.4,117,44.2,138,0.1,5
181,262,41,28,0.001,4
173,334,172,812.5,37.7,6
127,107,11,154,224,3
60,40,6.9,110,70,3
220,340,42,480,14,6
170,320,53,520,3.2,6
27,90,42,63,0.2,5
56,286,96,928,7,6
200,48,14,117,131,3
78,161,86,353,10,6
32.4,5.5,1.4,12.6,13.2,3
980,73,58,12,0.001,1
160,130,33,96,0.001,4
650,53,35,20,0.001,1
95,110,160,50,0.001,4
300,490,180,360,95,5
200,700,250,740,1,5
625,130,47,2,0.0001,4
56,61,75,32,31,1
1651,90,33,45,2,1
234.5,30.28,6.11,47.69,175.88,2
18.34,16.26,3.38,17.95,16.42,3
235.46,333.59,177.52,1201.85,148.87,3
505.57,475.35,242.3,524.45,3.29,4
36,30,10,93,7.1,6
345,112.3,27.5,51.5,58.8,2
181,262,41,28,0.001,4
172.9,334,172,812.5,37.7,6
127,107,11,154,224,3
60,40,6.9,110,70,3
220,340,42,480,14,6
170,320,53,520,3.2,6
27,90,42,73,0.2,4
565,53,34,47,0.001,2
56,286,96,28,7,6
200,48,14,117,131,3
78,161,86,353,10,6
32.4,5.5,1.4,12.6,13.2,3
41,65,22,58,0.001,5
20,48,36,186,0.001,6
179,306,73,579,0.001,6
73,177,37,52,0.001,5
39,7,12,65,0.001,6
37,96,19,57,0.001,5
46,147,27,150,0.001,6
18,63,20,51,0.001,5
28,62,16,76,0.001,6
68,78,103,136,0.001,6
54,143,23,101,0.001,5
19,47,27,62,0.001,5
86,277,63,338,0.001,6
20,19,45,77,0.001,6
25,49,42,58,0.001,5
53,150,64,379,0.001,6
114,241,80,574,0.001,6
99,288,73,386,0.001,6
1374,2648,628,5376,298,6
34,83,100,136,0.001,6
20,132,61,17,0.001,4
13,138,83,16,0.001,4
43,116,65,139,0.001,5
179,306,73,579,0.001,6
57,141,38,51,0.001,5
35,283,121,222,0.001,5
15,159,29,87,0.001,5
55,159,114,493,0.001,6
37,123,67,52,0.001,4
7,15,78,58,0.001,4
30,51,12,54,0.001,6
31,56,33,77,0.001,5
109,226,68,192,0.001,5
137,279,66,505,0.001,6
59,119,36,70,0.001,5
151,242,68,232,0.001,5
870,77,73,54,14,1
376,575,146,1092,0.001,6
17,40,11,86,0.001,6
90,313,67,566,10,4
23,6,172,23,31,4
103,74,80,9,0.001,4
124,166,87,59,0.001,4
295,1466,331,1295,32,5
80,619,326,2480,0.001,5
231,3997,1726,5584,0.001,5
507,1053,297,1440,17,5
2587,7.88,4.7,1.4,0.001,2
240,20,5,28,96,2
160,10,3,1,1,2
56,61,75,32,31,2
217,286,14,458,884,3
441,207,43,224,261,3
127,24,0.001,32,81,3
176,205.9,47.7,75.7,68.7,3
345,112.3,27.5,51.5,58.8,2
181,262,41,28,0.001,4
172.9,334,172,812.5,37.7,6
127,107,11,154,224,3
60,40,6.9,110,70,3
220,340,42,480,14,6
170,320,53,520,3.2,6
27,90,42,73,0.2,4
565,53,34,47,0.001,2
56,286,96,28,7,6
200,48,14,117,131,3
78,161,86,353,10,6
32.4,5.5,1.4,12.6,13.2,3
41,65,22,58,0.001,5
20,48,36,186,0.001,6
179,306,73,579,0.001,6
73,177,37,52,0.001,5
39,7,12,65,0.001,6
37,96,19,57,0.001,5
46,147,27,150,0.001,6
18,63,20,51,0.001,5
28,62,16,76,0.001,6
68,78,103,136,0.001,6
54,143,23,101,0.001,5
19,47,27,62,0.001,5
86,277,63,338,0.001,6
20,19,45,77,0.001,6
25,49,42,58,0.001,5
53,150,64,379,0.001,6
114,241,80,574,0.001,6
99,288,73,386,0.001,6
1374,2648,628,5376,298,6
34,83,100,136,0.001,6
20,132,61,17,0.001,4
13,138,83,16,0.001,4
43,116,65,139,0.001,5
179,306,73,579,0.001,6
57,141,38,51,0.001,5
35,283,121,222,0.001,5
15,159,29,87,0.001,5
55,159,114,493,0.001,6
37,123,67,52,0.001,4
7,15,78,58,0.001,4
30,51,12,54,0.001,6
31,56,33,77,0.001,5
109,226,68,192,0.001,5
137,279,66,505,0.001,6
59,119,36,70,0.001,5
151,242,68,232,0.001,5
870,77,73,54,14,1
376,575,146,1092,0.001,6
17,40,11,86,0.001,6
90,313,67,566,10,4
23,6,172,23,31,4
103,74,80,9,0.001,4
124,166,87,59,0.001,4
295,1466,331,1295,32,5
80,619,326,2480,0.001,5
231,3997,1726,5584,0.001,5
507,1053,297,1440,17,5
2587,7.88,4.7,1.4,0.001,2
240,20,5,28,96,2
160,10,3,1,1,2
56,61,75,32,31,2
217,286,14,458,884,3
441,207,43,224,261,3
127,24,0.001,32,81,3
176,205.9,47.7,75.7,68.7,3
 ,,,,,
