h2,ch4,c2h6,c2h4,c2h2,act
443.0,85.2,9.5,102.9,173.9,1
0.001,21.0,0.001,0.001,40.0,1
705.0,229.0,147.0,175.0,86.0,1
87.0,34.0,23.0,15.0,60.0,1
166.0,29.0,29.0,11.0,109.0,1
198.0,39.0,7.1,27.0,22.5,1
88.0,21.8,79.2,41.2,41.5,1
114.0,41.0,27.0,15.0,42.0,1
250.0,63.0,2.8,66.0,120.0,1
19.0,12.0,2.0,8.0,63.0,1
300.0,85.0,50.0,197.0,159.0,1
413.0,6.8,40.4,4.6,8.15,1
150.0,77.0,5.0,45.0,105.0,1
36.0,124.0,2.0,122.0,108.0,1
35.0,25.0,0.0,23.0,22.0,1
4.0,88.0,213.0,14.0,35.0,1
43.0,19.0,3.0,0.0001,40.0,1
245.0,120.0,18.0,131.0,167.0,1
307.0,22.0,2.0,33.0,109.0,1
161.2,38.4,4.4,35.1,125.4,1
63.0,22.0,15.0,11.0,76.0,1
80.0,28.0,4.0,15.0,107.0,1
274.0,27.0,5.0,33.0,97.0,1
23.4,14.3,7.12,9.71,3.44,1
160.0,25.2,5.3,12.3,15.7,1
31.8,25.0,8.2,12.9,5.7,1
120.0,31.0,0.0001,66.0,94.0,1
25.0,28.0,27.0,15.0,80.0,1
117.0,5.8,15.9,7.0,12.8,1
112.0,15.4,2.8,26.3,92.0,1
59.0,20.0,120.0,5.5,8.9,1
121.0,14.0,3.0,29.0,74.0,1
127.0,24.0,0.001,32.0,81.0,1
305.0,85.0,25.0,197.0,130.0,1
55.8,37.2,15.6,15.0,1.8,1
437.0,27.2,22.5,34.9,30.2,1
64.0,22.0,20.7,51.7,95.1,1
57.0,148.0,197.0,72.0,42.0,1
195.7,58.0,16.4,91.6,96.9,1
73.0,18.5,1.4,28.7,24.7,1
123.0,51.3,15.6,16.0,42.0,1
63.5,7.45,1.85,18.0,6.5,1
64.0,18.0,1.0,4.0,122.0,1
12.4,6.5,15.3,69.0,15.0,1
13.0,3.0,1.0,3.0,6.0,1
29.0,7.52,5.5,14.8,5.4,1
218.0,195.0,35.0,217.0,33.0,1
60.0,40.0,10.0,110.0,70.0,1
667.0,204.0,140.0,164.0,93.0,1
44.11,24.55,6.66,24.14,0.54,1
60.0,5.0,2.0,21.0,21.0,1
21.0,7.6,4.7,96.3,26.73,1
65.0,26.1,10.1,41.6,57.8,1
136.0,140.0,59.0,582.0,140.0,1
67.0,8.96,6.27,5.49,6.87,1
159.0,33.0,28.0,11.0,57.0,1
60.0,5.0,2.0,21.0,32.0,1
200.0,48.0,14.0,117.0,131.0,1
30.4094,8.1412,0.7212,16.0032,44.725,1
17.0,42.0,192.0,12.0,20.0,1
4.23,11.75,0.0,2.65,9.11,1
300.0,240.0,14.0,160.0,140.0,1
106.0,24.0,4.0,28.0,37.0,1
138.8,52.2,6.77,62.8,9.55,1
35.0,39.5,9.63,53.276,53.89,1
37.9,7.7,2.16,18.4,33.7,1
120.0,31.0,0.0,66.0,94.0,1
5.5,2.7,9.6,0.0,3.8,1
56.0,10.0,1.3,13.5,17.6,1
44.09,13.64,2.42,20.08,20.21,1
100.0,22.0,1.5,26.2,33.0,1
23.0,12.0,12.0,10.0,61.0,1
43.0,36.0,41.0,47.0,13.0,1
90.83,24.1,5.23,8.87,9.08,1
42.1,28.0,10.0,51.0,5.8,1
26.0,68.0,93.0,31.0,59.0,1
10.0,15.0,0.0001,0.0001,35.0,1
81.0,7.3,6.3,26.4,111.0,1
88.0,6.0,5.0,21.0,21.0,1
35.0,11.0,0.0001,7.0,146.0,1
155.0,49.0,69.3,42.0,10.7,1
44.3,17.3,3.6,23.3,10.4,1
980.0,570.0,37.0,480.0,54.0,1
150.0,130.0,9.0,55.0,30.0,1
176.0,205.9,47.7,75.7,68.7,1
154.6,50.9,3.8,46.8,152.8,1
84.0,6.0,1.0,14.0,86.0,1
46.0,11.0,4.0,46.0,71.0,1
335.0,67.0,18.0,143.0,170.0,1
23.0233,12.0046,10.0593,12.0,61.8213,1
126.0,5.0,1.0,6.0,24.0,1
2.0,41.0,133.0,9.0,21.0,1
200.83,59.45,0.0,40.48,150.84,1
14.3,92.6,83.9,16.7,26.8,1
50.0,42.0,98.0,10.0,33.0,1
47.0,9.0,4.0,16.0,81.0,1
512.0,87.0,11.5,163.59,185.21,1
497.0,230.0,51.0,151.0,122.0,1
34.0,0.001,0.001,0.001,44.0,1
30.0,14.0,1.0,9.0,43.0,1
44.7927,17.4924,3.64,23.5592,10.5157,1
75.0,15.0,7.0,14.0,26.0,1
37.0,11.8,15.5,43.6,83.3,1
74.0,15.0,7.0,13.0,31.0,1
16.0,87.0,75.0,395.0,30.0,2
65.0,61.0,16.0,143.0,3.0,2
30.0,51.0,12.0,54.0,0.0001,2
17.0,17.0,2.0,57.0,7.0,2
55.0,159.0,114.0,493.0,0.0001,2
11.7,69.7,14.8,114.7,0.0,2
220.0,502.0,178.0,1017.0,7.8,2
81.0,158.1,30.2,254.0,4.0,2
2.9,109.5,32.9,123.0,0.0,2
11.68,260.47,122.2,476.83,0.0,2
7.0,125.0,6.0,36.0,13.0,2
50.0,90.0,18.0,260.0,5.9,2
36.35,281.87,85.0,365.39,2.88,2
81.0,99.0,47.0,197.0,0.0,2
19.0,321.0,85.0,520.0,0.0,2
90.0,149.0,32.4,486.0,19.2,2
0.001,0.001,0.001,142.0,0.001,2
17.0,7.0,4.0,7.0,6.0,2
8.0,110.2,32.9,132.4,0.0,2
179.0,306.0,73.0,579.0,0.0001,2
12.0,270.0,0.001,275.0,0.001,2
56.0,285.0,7.0,28.0,96.0,2
3.4,89.3,27.8,124.2,0.3,2
90.0,160.0,54.0,330.0,29.0,2
220.0,340.0,14.0,480.0,42.0,2
150.0,22.0,11.0,60.0,9.0,2
39.0,7.0,12.0,65.0,0.001,2
78.0,161.0,86.0,353.0,10.0,2
39.4,40.6,17.2,51.4,4.3,2
14.9,88.3,15.1,127.3,0.0,2
2.8,103.6,35.1,130.3,0.0,2
2.7,110.9,37.3,136.3,0.0,2
2.7,91.5,27.6,123.7,0.3,2
27.1,92.2,20.1,220.3,0.9,2
26.0,298.0,9.0,69.0,0.0,2
37.0,71.0,2.0,166.0,12.0,2
90.0,160.0,330.0,54.0,29.0,2
0.001,0.001,9.0,57.0,0.001,2
440.0,40.0,16.0,16.0,20.0,2
164.0,244.0,8.0,497.0,103.0,2
7.7,80.1,22.2,114.8,0.4,2
1.3802,6.1511,9.2081,76.6277,6.6329,2
20.0,31.0,1.0,44.0,4.0,2
11.6,68.0,16.5,119.0,0.8,2
8.0,1.0,0.0001,60.0,0.0001,2
26.5,298.0,0.0,69.3,8.6,2
8.0,260.9,59.8,354.8,0.6,2
45.0,63.0,1.0,129.0,20.0,2
19.3,103.0,159.0,19.0,0.6,2
12.0,338.0,95.0,550.0,0.0,2
0.0001,3.4,0.0001,54.0,0.0001,2
3.3,86.7,23.3,106.1,0.0,2
18.0,135.0,208.0,59.0,0.0,2
181.0,316.0,2.0,593.0,115.0,2
457.0,79.0,54.0,190.0,2.4,2
113.0,140.0,28.0,405.0,111.0,2
220.0,340.0,42.0,480.0,14.0,2
7.8,87.3,20.2,110.7,0.5,2
130.0,270.0,67.0,500.0,3.0,2
228.0,380.0,82.0,1012.0,19.0,2
28.0,62.0,16.0,76.0,0.001,2
51.0,71.0,15.0,87.0,0.0,2
20.07,31.02,3.83,43.8,1.28,2
91.0,704.0,212.0,864.0,0.0,2
90.0,160.0,29.0,330.0,54.0,2
30.32,304.5,65.82,418.06,0.95,2
3.6,107.3,30.2,131.8,0.0,2
4.4,100.5,33.5,132.3,0.0,2
15.9,81.3,14.8,114.2,0.0,2
0.0001,0.0001,0.0001,142.0,0.0001,2
2.1,124.4,39.4,134.3,0.0,2
46.0,147.0,27.0,150.0,0.0001,2
3.5,84.3,27.7,122.0,0.4,2
65.0,34.0,16.0,112.0,0.0001,2
5.3,86.4,21.3,108.6,0.0,2
131.0,253.0,97.0,357.0,2.4,2
179.0,306.0,73.0,579.0,0.001,2
30.0,51.0,12.0,54.0,0.001,2
20.2,69.7,18.0,122.5,0.7,2
0.001,106.0,170.0,871.0,6.0,2
11.0,111.0,4.0,29.0,9.0,2
173.0,334.0,38.0,812.0,173.0,2
8.0,73.4,19.7,106.6,0.4,2
172.9,334.0,172.0,812.5,37.7,2
16.746,16.5319,6.8744,57.3739,2.4738,2
2.5,113.3,33.1,115.1,0.0,2
2.1,102.9,41.7,143.7,0.0,2
7.8,111.0,129.0,701.0,2.8,2
65.0,61.0,3.0,143.0,16.0,2
14.02,386.93,97.11,562.8,0.0,2
20.0,19.0,45.0,77.0,0.001,2
37.07,203.9,73.77,288.86,0.0,2
54.3,379.3,183.2,563.3,1.4,2
63.0,149.6,57.5,276.0,0.0001,2
58.0,103.0,251.0,51.0,6.0,2
0.0,260.0,160.0,800.0,0.0,2
10.0,115.0,5.0,31.0,10.0,2
67.0,685.0,219.0,824.0,0.0,2
86.0,110.0,7.0,92.0,18.0,2
15.0,383.0,105.0,571.0,0.0,2
78.0,161.0,10.0,353.0,86.0,2
2.9,85.3,20.2,90.3,0.0,2
19.2,77.1,12.6,96.6,0.0,2
25.67,145.84,22.31,206.03,1.49,2
7.0,81.0,5.0,351.0,47.0,2
107.0,143.0,2.0,222.0,34.0,2
86.0,480.0,155.0,644.0,9.0,2
10.0,4.0,1.0,87.0,0.001,2
55.4,362.4,163.4,518.9,1.9,2
172.9,334.1,172.9,812.5,37.7,2
33.0,79.0,5.0,215.0,30.0,2
35.0,29.0,7.0,78.0,0.0001,2
60.0,144.0,9.0,449.0,67.0,2
11.0,13.0,2.0,127.0,0.001,2
36.2,12.6,4.4,15.5,0.0,2
1.0,16.0,1.0,70.0,12.0,2
240.0,676.0,200.0,818.0,4.0,2
55.3,399.4,203.7,610.8,1.7,2
52.1622,304.1915,159.3401,479.9918,2.4418,2
31.25,291.11,87.26,364.74,2.52,2
88.0,660.0,183.0,866.0,0.0,2
31.7,40.3,8.7,107.0,4.5,2
15.0,97.0,3.0,23.0,6.0,2
9.5,78.1,18.0,102.3,0.0,2
135.0,466.0,9.0,502.0,70.0,2
173.0,334.0,38.0,813.0,172.0,2
280.0,27.0,30.0,52.0,58.0,2
35.35,151.63,32.92,199.76,0.63,2
56.0,144.0,2.0,164.0,36.0,2
28.0,145.7,113.1,436.2,0.0,2
21.0,42.0,4.0,92.0,0.0001,2
87.0,500.0,26.0,520.0,9.0,2
117.0,325.0,105.0,372.0,0.0,2
30.0,25.5,31.5,93.0,1.8,2
135.0,466.0,70.0,502.0,9.0,2
30.61,68.06,23.73,168.39,0.5,2
5.3,108.1,34.2,133.4,0.0,2
117.0,257.0,92.0,468.0,4.0,2
20.0,48.0,36.0,186.0,0.0001,2
1.5,81.6,24.4,100.5,0.0,2
53.0,189.0,25.0,295.0,5.0,2
20.0,26.0,6.0,55.0,0.0001,2
28.0,62.0,16.0,76.0,0.0001,2
38.78,299.9,71.78,369.5,1.44,2
10.0,4.0,3.0,33.0,6.0,2
18.0,250.4,172.8,707.9,0.0,2
56.0,286.0,96.0,928.0,7.0,2
23.0,83.7,15.4,115.7,0.0,2
15.3,344.97,128.91,564.08,0.0,2
73.0,520.0,6.0,120.0,140.0,2
131.0,253.0,2.0,357.0,97.0,2
19.0,18.0,1.0,55.0,7.0,2
56.6,366.5,161.5,519.3,1.4,2
74.0,70.0,29.0,147.0,0.0,2
53.3,352.2,173.5,525.0,1.5,2
13.87,339.34,128.22,554.52,0.0,2
39.0,7.0,12.0,65.0,0.0001,2
69.0,212.0,4.0,692.0,135.0,2
11.8,71.3,13.0,118.1,0.3,2
3.9,112.2,37.5,140.3,0.0,2
74.0,187.0,2.0,388.0,26.0,2
45.91,403.6,106.19,640.01,0.0,2
27.0,51.0,0.0001,153.0,0.0001,2
11.0,22.0,2.0,53.0,11.0,2
55.0,159.0,114.0,493.0,0.001,2
0.001,3.4,0.001,54.0,0.001,2
7.4,89.3,23.4,124.3,0.4,2
95.42,108.13,29.2,193.42,0.0,2
6.3,119.1,37.9,148.6,0.0,2
36.0,30.0,10.0,93.0,7.1,2
16.0,237.0,0.0,470.0,92.0,2
43.6,104.2,36.9,177.6,0.0,2
108.0,205.0,52.0,234.0,0.0,2
22.0,443.0,110.0,745.0,0.0,2
58.0,103.0,6.0,251.0,51.0,2
69.0,212.0,135.0,692.0,3.9,2
17.0,21.0,11.0,145.0,4.1,2
6.17,116.06,488.86,92.57,0.0,2
16.2,95.9,43.3,172.5,0.5,2
69.0,670.0,229.0,811.0,0.0,2
1.0,8.0,8.0,100.0,6.0,2
37.25,155.4,44.75,224.9,1.11,2
7.0,31.0,23.0,148.0,0.001,2
10.0,52.0,40.0,280.0,2.2,2
23.0,592.0,0.0,275.0,75.0,2
0.0001,106.0,170.0,871.0,6.0,2
4.4,105.1,34.3,125.1,0.0,2
8.0,88.0,45.0,252.0,0.0001,2
10.0,298.0,107.0,560.0,0.0,2
8.0,316.0,21.0,21.0,5.0,2
170.0,330.0,77.0,430.0,13.0,2
2.5,92.7,24.5,105.2,0.0,2
318.0,57.0,42.0,219.0,0.0,2
15.9445,30.0131,4.9709,48.7713,0.3001,2
95.0,672.0,199.0,806.0,0.0,2
22.4,22.4,2.69,13.44,1.57,2
117.0,167.0,7.0,481.0,48.0,2
29.6,281.1,71.9,400.1,2.2,2
18.32,315.17,58.34,387.33,0.0,2
13.0,105.0,4.0,27.0,8.0,2
86.0,277.0,63.0,338.0,0.001,2
63.3,58.1,8.7,60.1,0.0,2
181.0,316.0,115.0,593.0,2.0,2
18.95,46.97,6.94,61.54,0.0,2
24.0,20.0,4.0,87.0,0.0001,2
12.0,270.0,0.0001,275.0,0.0001,2
50.9,368.5,188.3,570.4,1.4,2
210.0,540.0,250.0,900.0,2.2,2
8.0,88.0,45.0,252.0,0.001,2
16.0,87.0,30.0,395.0,75.0,2
274.0,376.0,55.0,1002.0,17.0,2
20.0,26.0,6.0,55.0,0.001,2
38.0,872.0,340.0,1004.0,0.0,2
52.0545,302.5754,156.7333,472.8305,2.4058,2
6.7,10.0,11.0,71.0,3.9,2
130.0,440.0,180.0,730.0,0.0,2
143.0,305.0,2.0,721.0,78.0,2
62.5,355.1,164.1,510.3,1.8,2
137.0,279.0,66.0,505.0,0.0001,2
26.1,162.0,53.3,209.0,1.12,2
6.8,82.2,21.6,111.9,0.0,2
15.8933,21.8097,3.1903,58.1206,0.9861,2
1.5,120.5,41.7,148.0,0.0,2
274.0,376.0,17.0,1002.0,55.0,2
3.7,94.9,22.3,107.4,0.2,2
4.0,2.0,1.0,63.0,0.001,2
42.0,98.0,156.0,610.0,0.0,2
33.0,79.0,30.0,215.0,5.0,2
164.0,244.0,103.0,497.0,8.3,2
114.0,241.0,80.0,574.0,0.001,2
2.5,73.8,24.0,85.2,0.0,2
2.4,92.1,26.6,109.1,0.0,2
2.7,83.6,26.8,121.6,0.0,2
135.88,362.42,125.22,826.65,3.74,2
45.0,168.0,82.0,330.0,3.1,2
19.9,61.5,27.1,114.7,0.0,2
114.0,241.0,80.0,574.0,0.0001,2
24.06,255.07,59.11,341.94,0.72,2
44.6,63.2,20.1,129.0,0.66,2
170.0,300.0,44.0,580.0,8.9,2
341.0,5.0,31.0,51.0,64.0,2
38.07,295.58,86.41,403.64,2.67,2
70.7,403.3,218.9,664.5,1.7,2
56.0,285.0,96.0,28.0,7.0,2
99.0,288.0,73.0,386.0,0.001,2
55.0,102.0,2.0,246.0,18.0,2
110.0,350.0,118.0,433.0,0.0,2
56.0,100.0,51.0,153.0,2.3,2
376.0,575.0,146.0,1092.0,0.001,2
36.14,285.52,88.27,455.84,1.8,2
30.2,144.8,57.3,196.2,1.26,2
45.33,352.5,96.58,568.7,1.803,2
5.0,270.0,91.0,485.0,0.0,2
6.5,83.4,20.6,106.5,0.0,2
7.0,72.6,17.3,98.3,0.5,2
39.8,125.0,112.0,380.0,0.0,2
58.13,233.7,80.1,291.63,0.0,2
206.0,198.9,74.0,612.7,15.1,2
67.0,386.0,122.0,405.0,0.0,2
19.8,92.0,16.6,132.7,0.3,2
29.33,313.0,117.7,522.26,1.45,2
6.9,80.6,47.4,351.0,4.9,2
9.25,96.88,446.52,84.25,0.0,2
32.0,60.6,34.5,151.3,0.0,2
240.0,28.0,6.0,26.0,85.0,2
56.0,144.0,36.0,164.0,1.8,2
51.0,589.0,190.0,685.0,0.0,2
35.0,30.0,10.0,93.0,7.1,2
12.0,32.0,1.0,8.0,81.0,2
46.0,147.0,27.0,150.0,0.001,2
0.0001,153.0,130.0,677.0,13.0,2
35.0,29.0,7.0,78.0,0.001,2
36.0,30.0,93.0,10.0,7.1,2
10.5,68.4,16.5,122.8,0.9,2
35.1,50.6,16.1,93.0,1.1,2
172.9,334.0,172.9,812.5,37.7,2
221.0,440.0,94.6,610.5,3.7,2
3.1,107.8,32.7,124.8,0.0,2
5.7,127.5,42.3,164.7,0.0,2
14.0,322.0,85.0,474.0,0.0,2
5.5,70.6,18.4,99.0,0.5,2
15.8,82.7,14.5,127.7,0.3,2
2.6,84.1,26.9,107.3,0.0,2
70.4,69.5,28.9,241.2,0.4,2
32.0,40.0,32.0,40.0,32.0,2
86.0,110.0,18.0,92.0,7.4,2
79.0,131.0,60.0,225.0,0.0,2
32.0,106.0,9.0,39.0,15.0,2
79.8,340.5,170.5,528.2,2.3,2
170.0,320.0,3.0,520.0,53.0,2
82.0,161.0,406.0,79.0,8.9,2
86.0,170.7,67.6,326.6,0.93,2
1.4,126.5,35.5,127.7,0.0,2
18.89,258.64,99.89,421.6,0.97,2
54.9,307.4,146.2,447.0,2.1,2
82.31,91.2,29.87,199.02,3.45,2
100.0,200.0,110.0,670.0,11.0,2
206.0,51.0,23.0,48.0,45.0,2
163.0,326.0,107.0,414.0,0.0,2
27.16,306.57,64.28,434.12,1.43,2
7.0,32.0,11.0,5.0,141.0,2
24.0,20.0,4.0,87.0,0.001,2
113.0,140.0,111.0,405.0,28.4,2
62.0,112.0,36.0,148.0,0.0,2
35.1,148.1,32.69,210.96,0.72,2
21.0,79.0,13.0,419.0,0.0,2
6.0,83.9,22.5,120.2,0.0,2
16.5,89.2,14.6,118.1,0.0,2
119.0,78.0,16.0,43.0,30.0,2
9.0,47.0,144.0,628.0,0.0001,2
38.66,143.45,40.78,195.29,0.72,2
130.0,270.0,3.0,500.0,67.0,2
14.7,610.0,151.0,917.0,0.0,2
72.0,733.0,229.0,877.0,0.0,2
68.0,78.0,103.0,136.0,0.001,2
38.21,142.0,44.51,211.11,0.0,2
37.71,332.68,122.73,538.75,1.45,2
53.0,150.0,64.0,379.0,0.0001,2
44.6,223.3,93.0,349.0,0.0,2
59.8,353.9,178.5,555.0,1.7,2
1.1,104.9,38.0,133.8,0.0,2
105.0,169.4,59.1,347.6,1.8,2
55.5,340.7,160.7,501.5,2.2,2
5.2,71.3,18.8,103.2,0.4,2
15.0,365.0,97.0,585.0,0.0,2
416.0,695.0,0.0,867.0,74.0,2
2.1,121.4,40.7,143.8,0.0,2
3.9,131.4,41.9,164.3,0.0,2
3.3,87.6,22.2,101.8,0.0,2
3.7,88.2,23.6,113.3,0.4,2
18.6139,17.9724,6.6865,55.3628,1.3644,2
80.0,318.7,152.0,469.1,2.0,2
68.0,99.2,35.9,202.9,0.0001,2
4.6875,10.8259,17.5223,66.9643,0.0,2
81.0,130.0,230.0,74.0,2.9,2
50.6,157.63,28.94,175.62,0.0,2
13.0,356.0,109.0,591.0,0.0,2
27.0,51.0,0.001,153.0,0.001,2
56.0,286.0,96.0,28.0,7.0,2
17.0,40.0,11.0,86.0,0.0001,2
50.0,90.0,260.0,18.0,5.9,2
16.0,24.0,1.0,49.0,10.0,2
27.22,451.67,109.41,637.37,0.0,2
18.0,35.0,2.0,110.0,0.001,2
58.0,103.0,51.0,251.0,6.0,2
41.09,257.29,68.75,318.59,4.17,2
2.5,70.3,12.4,89.8,0.0,2
77.0,406.0,59.0,819.0,0.0,2
11.4,69.9,26.2,114.4,0.7,2
0.001,153.0,130.0,677.0,13.0,2
16.0,237.0,470.0,92.0,0.0,2
39.6,171.72,45.81,233.98,0.83,2
60.0,144.0,67.0,449.0,9.0,2
170.0,330.0,430.0,77.0,13.0,2
3.7648,26.8179,7.2202,61.8876,0.3094,2
21.0,20.0,2.0,61.0,8.0,2
17.0,50.6,10.1,3.6,0.0,2
8.5,79.3,20.3,108.6,0.5,2
94.0,195.0,14.0,153.0,15.0,2
56.0,286.0,7.0,928.0,96.0,2
55.8,341.1,161.6,502.6,2.0,2
18.0,113.0,76.0,294.0,0.0,2
31.18,150.41,49.55,207.82,1.43,2
14.7,63.0,14.7,105.0,0.4,2
378.0,12.0,5.0,6.0,15.0,2
34.48,269.3,74.96,387.32,1.44,2
27.4,63.2,32.7,137.8,0.52,2
8.4,28.7,13.0,105.0,2.1,2
5.0,120.6,45.9,155.1,0.0,2
107.0,143.0,34.0,222.0,2.0,2
21.0,42.0,4.0,92.0,0.001,2
88.0,86.0,32.0,163.0,0.0,2
9.57,59.38,22.19,77.58,0.0,2
165.62,240.95,61.32,514.53,13.53,2
20.6,19.89,7.4,61.27,1.51,2
376.0,575.0,146.0,1092.0,0.0001,2
143.0,305.0,78.0,721.0,2.0,2
18.0,35.0,2.0,110.0,0.0001,2
90.0,149.0,19.0,486.0,32.0,2
121.0,450.0,146.0,898.0,116.0,2
135.65,278.53,58.86,492.0,2.95,2
720.0,7.0,0.0001,15.0,101.0,3
595.0,32.0,4.0,18.0,65.0,3
68.0,8.0,3.0,8.0,11.0,3
60.0,10.0,4.0,4.0,4.0,3
59.0,10.4,4.0,10.0,12.7,3
55.0,48.0,6.0,71.0,13.0,3
118.0,3.0,1.0,3.4,4.3,3
57.0,24.0,2.0,27.0,30.0,3
111.0,2.8,47.0,0.001,27.5,3
254.0,5.2,0.0001,9.3,88.0,3
30.1,17.1,2.2,5.5,30.1,3
60.0,71.0,90.0,40.0,10.0,3
205.0,20.0,8.0,0.001,6.0,3
385.0,28.8,50.0,82.3,171.0,3
30.1,17.1,2.2,5.5,5.2,3
29.0,26.3,1.8,27.0,82.4,3
62.0,3.0,1.0,4.0,26.0,3
6.0,0.5,0.29,1.87,7.42,3
67.8,8.89,1.88,12.67,36.2,3
46.0,22.0,15.0,31.0,52.0,3
60.0,10.0,0.0001,11.0,39.0,3
290.0,110.0,6.8,47.0,90.0,3
97.81,15.87,2.71,8.1,24.36,3
119.0,8.0,20.0,0.001,21.0,3
420.0,200.0,14.0,230.0,180.0,3
9.0,3.9,0.8,4.0,13.0,3
75.0,33.0,12.0,15.0,16.0,3
14.9,11.8,4.2,1.4,1.6,3
18.648,18.005,6.6987,55.463,1.1858,3
137.0,6.0,11.4,6.4,16.5,3
4.0,1.0,2.0,7.0,52.0,3
137.0,33.0,8.0,29.0,111.0,3
289.0,13.4,18.2,49.8,36.3,3
121.0,21.0,11.0,32.0,45.0,3
169.0,38.0,48.5,6.5,5.8,3
39.4,6.7,1.5,10.5,4.8,3
65.2,20.0,3.9,8.13,25.1,3
138.8,52.2,6.77,62.8,9.55,3
27.0,16.0,23.0,127.0,98.0,3
95.0,10.0,0.0,11.0,39.0,3
150.0,27.0,3.6,63.0,90.0,3
716.0,7.1,33.0,20.0,6.8,3
54.0,7.0,7.4,8.6,5.4,3
720.0,7.0,0.001,15.0,101.0,3
283.0,18.0,6.0,14.0,36.0,3
102.0,6.0,6.0,7.0,10.0,3
44.9775,11.0945,12.7436,2.6987,28.4858,3
212.0,38.0,15.0,47.0,78.0,3
565.0,53.0,34.0,47.0,0.001,3
15.0,15.0,4.0,17.0,22.0,3
13.0,4.0,3.0,2.0,52.0,3
345.0,112.25,27.5,51.5,58.75,3
124.0,14.0,4.0,0.0001,13.0,3
89.9942,5.3479,1.9551,2.7027,0.0,3
31.0,6.6,4.7,19.0,67.0,3
101.72,27.65,7.13,16.92,53.87,3
254.0,5.2,0.001,9.3,88.0,3
20.0,1.0,4.0,11.0,44.0,3
56.0,61.0,75.0,32.0,31.0,3
9.0,8.4,3.7,30.0,5.0,3
57.98,18.87,4.62,8.66,9.87,3
95.0,10.0,0.0001,11.0,39.0,3
84.333,8.0593,7.2211,0.3869,0.0,3
34.6084,18.2149,14.3898,17.3042,15.4827,3
37.0,6.8,5.7,0.6,0.3,3
126.0,251.0,106.0,180.0,26.0,3
143.0,5.8,16.0,10.6,26.3,3
205.0,20.0,8.0,0.0001,6.0,3
43.0,13.0,20.0,101.0,97.0,3
550.0,53.0,34.0,20.0,0.0,3
274.0,23.0,34.0,36.0,66.0,3
349.2,42.4,4.8,62.4,177.5,3
8.0,0.0001,0.0001,43.0,101.0,3
55.0,32.0,11.0,12.0,42.0,3
